,centroid-0,centroid-1,area
314,776.1117021276596,1917.476595744681,940
315,774.404398289554,2200.371411117899,1637
316,769.0964912280701,2349.6008771929824,228
317,796.4622549019608,1540.7046568627452,4080
318,778.9925,334.285,400
319,779.1893333333334,2748.4293333333335,375
320,778.7356076759062,74.42643923240938,469
321,801.9869190091845,458.7102699693849,3593
322,788.1909328683522,2290.510897994769,1147
323,776.2692307692307,2032.2692307692307,78
324,807.4747225647349,596.4771886559803,811
325,800.2427745664739,1297.0910404624278,692
326,814.3235294117648,545.2603806228374,1156
327,814.2745471877979,1144.644899904671,2098
328,825.7288918205804,2676.2423043095864,4548
329,798.4438356164384,2355.487671232877,365
330,797.0,2330.0,59
331,817.0119760479042,29.297690333618476,1169
332,821.5678022712091,984.2672010688043,1497
333,804.7755474452555,1868.7974452554745,548
334,813.0257452574526,2768.852303523035,738
335,816.754408883083,1639.3866753755715,1531
336,811.90625,2433.8854166666665,192
337,818.1089494163424,92.90272373540856,257
338,820.2413145539906,2195.35117370892,1065
339,817.0899182561308,853.6376021798366,367
340,812.5,2157.0,50
341,840.8745038167939,2464.8225954198474,3275
342,823.6569200779727,2555.3996101364523,513
343,819.1666666666666,246.87037037037038,108
344,819.6603773584906,1962.3490566037735,212
345,824.976897689769,2092.2772277227723,303
346,825.9138755980862,2291.1626794258373,418
347,835.5289198606272,1355.4578397212545,1435
348,830.3226890756303,661.1949579831933,595
349,851.8008286475289,1725.5279668540988,3379
350,842.1607072691552,362.57760314341846,2545
351,844.170480549199,1868.1910755148742,1748
352,835.5644768856448,1092.0535279805354,411
353,835.5643564356436,2235.920792079208,303
354,841.4082073434125,1064.92656587473,463
355,848.0677179962894,1209.5705009276437,1078
356,835.9365853658536,2333.5634146341463,410
357,860.5174618789965,1941.3462862764388,2033
358,838.8975409836065,2147.2868852459014,244
359,837.0,2658.0,41
360,854.3168316831683,1546.7168316831683,1515
361,857.1597729115978,1442.48499594485,1233
362,857.8944099378882,1138.6723602484471,644
363,881.4396602226128,2128.1432337434094,3414
364,857.2317073170732,853.7052845528456,492
365,862.8854314002829,456.008486562942,707
366,856.5425531914893,2306.978723404255,282
367,883.1240588024382,2633.9691645751163,2789
368,865.1094890510949,906.651094890511,685
369,856.3466666666667,1008.6755555555555,225
370,878.7918670747705,48.314822912111936,2287
371,859.4113475177305,1256.2056737588653,141
372,862.5261627906976,1178.6773255813953,344
373,866.9040404040404,2228.757575757576,396
374,865.3295880149813,1303.0486891385767,801
375,883.6084254143647,2426.793162983425,2896
376,863.7148760330579,2579.896694214876,242
377,875.450184501845,292.07995079950797,813
378,892.8982300884956,1634.9141592920355,2260
379,888.3134628265237,2036.5827193569994,1493
380,867.2613636363636,686.6704545454545,176
381,872.7608695652174,125.01086956521739,276
382,876.4166666666666,1348.6916666666666,360
383,885.1544973544974,633.594708994709,945
384,887.8648310387985,342.9224030037547,799
385,884.9115942028985,1775.3507246376812,690
386,887.0043478260869,2556.2739130434784,230
387,902.7713909609478,2833.598069328653,2279
388,889.0622950819672,195.52459016393442,610
389,881.5,2522.0,60
390,889.7107843137255,2581.9313725490197,204
391,904.8345864661654,1051.8314904909332,2261
392,895.8691860465116,536.5726744186046,344
393,929.33744433025,847.1486810551559,2919
394,896.1868852459016,2209.977049180328,305
395,916.4614465032876,2347.091153616258,3346
396,927.3297157622738,1552.235142118863,1935
397,900.78,2507.46,100
398,908.1489361702128,1462.0478723404256,564
399,904.7527472527472,2539.747252747253,182
400,911.6903073286052,393.43971631205676,423
401,911.6666666666666,1193.975806451613,372
402,918.9151670951156,247.7776349614396,778
403,908.0,150.0,41
404,925.7861538461539,2566.6876923076925,650
405,914.9554455445544,364.3960396039604,202
406,910.2028985507246,1683.5072463768115,69
407,939.1508078994614,1277.5089766606823,1114
408,926.0800561797753,2231.5435393258426,712
409,922.697247706422,1399.8119266055046,218
410,930.1924778761062,564.5199115044247,452
411,933.9808963997061,2012.3262307127113,1361
412,936.1652806652806,1791.8575883575884,962
413,944.5149597238205,1483.0327963176064,1738
414,948.4396099024756,2467.644411102776,1333
415,958.4583883751651,2777.065389696169,1514
416,942.5769230769231,954.6956043956044,910
417,953.4124293785311,651.1344632768362,885
418,933.0,2199.0,71
419,945.9012345679013,458.837037037037,405
420,936.3254437869823,81.76923076923077,169
421,977.4757281553398,2136.887309292649,2884
422,974.7531720856463,2616.297581284695,5044
423,952.4853300733496,1707.1784841075794,818
424,957.2405466970388,158.72164009111617,2195
425,949.7158081705151,2515.497335701599,563
426,965.1621212121212,1061.8030303030303,660
427,951.0653753026635,1161.53995157385,413
428,951.1565656565657,2085.7954545454545,396
429,991.0,712.931437277806,1969
430,969.4073872895166,1638.153720803911,1841
431,968.0834553440703,2428.285505124451,683
432,960.5843373493976,2862.6987951807228,166
433,975.6032928263426,1367.328890631125,2551
434,968.118398637138,999.3458262350937,1174
435,957.0,2561.0,83
436,967.3344051446945,2358.8665594855306,622
437,958.0,2660.5,50
438,969.5762004175365,2828.7202505219207,479
439,988.6583820662768,309.39473684210526,2052
440,977.6706021251475,2244.1357733175914,847
441,984.4363449691991,433.28439425051334,1948
442,967.5,525.5,50
443,969.4859813084112,2286.9345794392525,107
444,968.8039215686274,2.176470588235294,51
445,999.554847841472,1953.1755130927106,1413
446,976.2627118644068,69.16949152542372,236
447,980.003717472119,1920.0594795539034,269
448,992.2935393258427,544.0969101123595,712
449,1002.315652173913,1808.9304347826087,1150
450,1006.2399481193255,1174.4409857328146,771
451,993.6474103585657,1680.711155378486,502
452,1004.3806306306307,1126.3881381381382,1332
453,995.782905982906,111.54700854700855,585
454,1001.0325732899023,1860.7817589576548,307
455,1007.8815384615384,2078.527692307692,650
456,1007.2937219730942,372.60089686098655,446
457,1012.8109965635739,594.1660939289806,873
458,1011.807881773399,2678.9474548440066,609
459,1013.6873508353221,962.2601431980906,419
460,1011.0913705583756,75.91370558375634,394
461,1013.6903846153846,2478.8653846153848,520
462,1013.996835443038,2718.73417721519,316
463,1015.6046511627907,2279.2713178294575,258
464,1017.0257731958762,231.09278350515464,194
465,1018.3350515463917,1029.3092783505156,194
466,1017.7477064220184,1240.9724770642201,218
467,1017.914691943128,1550.3886255924172,211
468,1017.8888888888889,2779.050505050505,99
469,1019.083044982699,1914.1418685121107,289
470,1019.5825242718447,862.9029126213592,103
471,1020.5536912751678,2825.0704697986575,298
472,1020.7238095238096,2583.6190476190477,105
473,1021.3333333333334,897.5,42
